-0.879251,-0.937741,0.495442,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.495442,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.505218,0
-0.879251,1.04924,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.04924,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.04924,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,1.04924,-1.98761,0
-0.879251,1.04924,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
1.13094,1.05709,0.495442,0
1.13886,-0.945594,0.505218,0
1.13886,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
1.13886,1.05709,0.505218,0
1.13886,1.05709,0.505218,0
1.13886,1.05709,0.505218,0
1.13886,1.05709,0.505218,0
1.13886,1.05709,0.505218,0
1.13886,-0.945594,0.505218,0
1.13094,-0.945594,0.505218,0
1.13886,-0.945594,0.505218,0
1.13094,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.495442,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,-0.945594,0.505218,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
-0.879251,1.05709,-1.98761,0
